image_id,blip_caption,blip_finetuned_caption,git_caption,git_finetuned_caption,original_caption
96,a woman in a white shirt and black pants,a slimming stretch crepe pants cut with a flattering tapered leg will be a go to for any day of the week,black trousers with a slim fit,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,versatile straight leg pants are designed for a clean smooth fit with plenty of stretch for exceptional comfort and shape retention
97,a woman in a black coat and leggings,a quilted jacket of luxe diamond quilted fabric is designed to be a cozy a you stroll the street or the sidewalk,long coat in black,a sleek and sophisticated silhouette defines a stylish italian loafer with a sleek silhouette,stay dry on drizzly day in this star quilted parka designed in a classic longline silhouette with a drawstring waist fixed hood and roomy front pocket
98,a woman in a grey suit and white shirt,a classic check pattern in a classic menswear cut make this blazer a classic classic for any day of the week,jacket in a shirt and tie,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,this exquisitely tailored stretch wool jacket in black and white glen plaid offer timeless polish with any look
99,a woman wearing a blue and white hoodie,a cozy pullover is cut from a soft and cozy fleece with a cozy hood and a cozy ribbed knit,sweater with zippers on the front,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,a touchably textured hood is cut from a cotton kissed blend and dyed in a dark to light style that will make it the coolest option for cozy making
100,gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gudi gu,a gleaming double g buckle and signature medallion add signature branding to a rich calfskin belt crafted in italy,leather belt with a gold buckle,a sleek and sophisticated silhouette defines a stylish italian sneaker built from supima cotton,cut from smooth rich calfskin this standout belt kick up the polish with a shining brass buckle cast in a lizard embellished double g motif
101,a blue swimsuit with a pattern of animals and birds,a tropical print of tropical flora and fauna defines lightweight swim trunk cut from soft stretchy quick drying fabric for comfort in and out of the water,swim trunks in blue and green,a bold plaid in a modern cut add to the laid back vibe of this sport tee,artist sheila bridge populates the vignette of 18th century toile with figure inspired by modern harlem to pattern swim trunk that inspire new narrative
102,a pair of navy blue leather pumps,a classic pointy toe silhouette and a squared off toe make this italian crafted pump a classic,navy blue flat shoes with brown suede over the knee,a sleek and sophisticated silhouette defines a stylish italian sneaker built from supima cotton,a classic for any occasion this sophisticated kitten heel pump feature a hidden gel pod for comfort and a logo embossed rand at the back
103,a pair of burgundy sued chelsea boots,a classic chelsea boot is updated with a smart contrast heel for a modern update on the classic,suede over the knee boots in brown suede,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,breathable lightweight material define a water resistant chelsea boot featuring ortholite arch support for all day comfort
104,a woman wearing a yellow sweater and striped pants,a soft and cozy cashmere sweater is cut with a wide v neck and a flattering silhouette,i love the color of this top.,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,this cashmere sweater feel crazy soft without being crazy expensive and we wouldn t be surprised if you want to reach for it every day
105,a woman in a pink coat and black pants,a sparkling crystal encrust the collar of this oversized coat in a soft pink hue,person in a pink coat,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,make any evening look more glamorous with this lustrous bonded satin coat accented with a sparkling crystal brooch
106,a gold ring with two diamonds,twinkling crystal twinkle from the top of this elegant ring that s a perfect choice for your special day,a diamond ring in 14k yellow gold,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,a ring of polished plated metal encompasses modern glamour and attitude with it bypassing cubic zirconia sparkle
107,a woman wearing a white t - shirt and jeans,a logo graphic at the chest of this soft cotton tee is a vintage favorite for the sunny season,t - shirt with a graphic print,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,wrangler s iconic logo brand this soft drapey tee
108,a woman in a pink dress,a gorgeous jewel hue enchanting gown with a sweetheart neckline and a floor sweeping skirt is cut from tulle and embroidered with a signature lace bodice,prom dresses with a pink dress,a bold plaid in a modern cut add to the laid back vibe of this sport tee,swirling top of frothy tulle captivate at the sweeping skirt of this gorgeous gown designed with a fitted spaghetti strap bodice of richly embroidered lace a touch of illusion at the d colletage and sparkling crystal complete the glam look
109,a woman in a pink and white checkered shirt,a classic gingham check pattern this easygoing tee is cut from a soft and breathable cotton blend,this shirt is perfect for a casual summer look.,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,a picnic pretty top is done in a soft cotton knit and delivers the delight with a gingham check and joyfully puffed sleeve
110,a man in a white shirt and grey pants,a slim fit flatters the figure in these versatile flat front pants cut from a soft stretchy blend,men ' s gray trousers with a white collar,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,featuring a satin like finish the finest cotton yarn and stretch comfort these everyday five pocket pants make for cool warm weather pants with exceptional performance
